invoice_amount,days_until_due,previous_avg_delay,previous_late_payments,customer_invoice_count,customer_tenure_months,is_disputed,delay_days,source,is_delayed,risk_category
53200.16,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
47825.79,15,1.4334975369458127,137,203,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
14793.88,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
65476.71,15,0.52,35,100,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
45346.85,15,1.2457627118644068,79,118,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
20557.14,15,-0.5316582914572864,224,995,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
131654.89,15,1.49009900990099,259,404,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
48098.93,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
49160.75,15,1.569023569023569,185,297,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
294.66,23,-4.419354838709677,68,372,24.0,0,-8.0,B2B_Invoices_DS1,0,LOW
22348.78,45,23.75,4,4,24.0,0,41.0,B2B_Invoices_DS1,1,CRITICAL
34035.71,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
81427.89,15,0.9772727272727273,500,1144,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
148653.48,15,-0.7241379310344828,1,58,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
881.08,32,1.4334975369458127,137,203,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
23707.2,15,4.166666666666667,6,6,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
167.97,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
326.39,10,3.3125,78,96,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
26663.52,10,9.598152424942263,433,433,24.0,0,12.0,B2B_Invoices_DS1,1,MEDIUM
263908.02,10,5.8652173913043475,227,230,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
15608.85,15,-2.3662456946039034,500,9581,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
64523.68,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
981.17,23,-4.352760736196319,63,326,24.0,0,-11.0,B2B_Invoices_DS1,0,LOW
23669.98,15,1.465648854961832,90,131,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
133941.99,15,5.126126126126126,109,111,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
43342.59,20,6.0,1,3,24.0,0,38.0,B2B_Invoices_DS1,1,CRITICAL
52633.36,15,-3.064245810055866,73,358,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
18335.4,15,1.9444444444444444,90,90,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
100.0,60,-12.4,1,5,24.0,0,-15.0,B2B_Invoices_DS1,0,LOW
126.24,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
17457.22,15,0.9142857142857143,34,70,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
74006.39,15,1.3738601823708207,208,329,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
709.01,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
3098.03,15,0.5423076923076923,33,260,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
64575.56,15,0.44565217391304346,22,92,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
141.6,23,-4.163522012578617,67,318,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
934.82,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
36365.76,15,3.4347826086956523,65,115,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
2067.18,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
59731.06,15,2.216867469879518,65,83,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
7787.1,15,-3.064245810055866,73,358,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
2175.46,23,-4.347972972972973,50,296,24.0,0,-9.0,B2B_Invoices_DS1,0,LOW
5417.93,10,9.598152424942263,433,433,24.0,0,11.0,B2B_Invoices_DS1,1,MEDIUM
21953.66,15,-6.369784172661871,74,695,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
660.04,15,1.4334975369458127,137,203,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
25093.71,15,-0.32979591836734695,420,1225,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
1583.54,65,-0.32979591836734695,420,1225,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
186.72,23,-4.709677419354839,46,279,24.0,0,-8.0,B2B_Invoices_DS1,0,LOW
41744.71,15,0.9772727272727273,500,1144,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
44117.6,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
62936.98,15,-3.452830188679245,14,53,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
22644.2,1,42.17158671586716,500,542,24.0,0,38.0,B2B_Invoices_DS1,1,CRITICAL
10210.46,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
6293.46,15,-6.369784172661871,74,695,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
43759.47,15,0.9772727272727273,500,1144,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
58744.01,15,2.319623971797885,500,851,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
18583.57,15,1.3306451612903225,500,1612,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
13437.26,35,-2.8333333333333335,2,6,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
39259.33,15,0.8448275862068966,27,58,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
35428.53,15,-2.0,0,1,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
2213.68,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
576.88,15,0.4744744744744745,151,333,24.0,0,52.0,B2B_Invoices_DS1,1,CRITICAL
18033.31,15,0.9772727272727273,500,1144,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
92275.72,15,0.43859649122807015,17,57,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1898.2,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
3762.15,15,-4.6,0,5,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
10129.32,15,0.45161290322580644,43,124,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
28760.55,15,0.5161290322580645,102,124,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
31956.18,10,6.204225352112676,278,284,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
81703.39,15,0.6209677419354839,46,124,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
3566.36,15,2.739130434782609,23,23,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
100.0,23,-4.163522012578617,67,318,24.0,0,-6.0,B2B_Invoices_DS1,0,LOW
36833.34,15,1.7746478873239437,23,71,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
42383.25,10,-2.103448275862069,5,29,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
62776.37,15,0.9772727272727273,500,1144,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
28136.25,40,24.22222222222222,8,9,24.0,0,18.0,B2B_Invoices_DS1,1,HIGH
210.96,23,-4.163522012578617,67,318,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
26530.93,15,0.96,10,25,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
9949.04,15,0.9642857142857143,226,560,24.0,0,90.0,B2B_Invoices_DS1,1,CRITICAL
33163.97,15,0.5,16,56,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
1023.37,15,0.4444444444444444,5,45,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
90731.43,15,0.9642857142857143,226,560,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
304528.77,10,5.8652173913043475,227,230,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
79535.97,15,4.456140350877193,34,57,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
14634.32,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
45768.31,10,9.598152424942263,433,433,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
83046.76,15,2.319623971797885,500,851,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
6475.55,15,0.872093023255814,33,86,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
47344.96,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
167.97,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
66176.65,15,2.216867469879518,65,83,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
151372.68,15,-2.483271375464684,98,269,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
118272.16,15,0.9642857142857143,226,560,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
21592.15,15,1.9620253164556962,46,158,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
57185.76,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
1092.51,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
24049.99,10,5.823529411764706,68,68,24.0,0,8.0,B2B_Invoices_DS1,1,MEDIUM
795.63,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
61673.46,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
87020.67,15,1.6071428571428572,13,28,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
50939.87,15,3.2083333333333335,20,24,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
18312.28,10,-4.419354838709677,68,372,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
267.3,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
86698.97,15,1.3738601823708207,208,329,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
33418.94,32,2.2432432432432434,101,111,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
235.24,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
3429.83,15,1.368421052631579,126,171,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
22635.54,15,0.9772727272727273,500,1144,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
54671.37,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
35615.31,15,2.1528662420382165,178,314,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
239.42,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
7411.86,15,0.43859649122807015,17,57,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1898.2,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
2160.29,23,-7.4,0,10,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
30377.47,10,0.36486486486486486,47,148,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
7992.72,32,1.73,73,100,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
2931.16,1,3.78125,32,32,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
1195.4,15,-2.588235294117647,20,68,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
22041.56,45,33.96774193548387,26,31,24.0,0,8.0,B2B_Invoices_DS1,1,MEDIUM
17719.73,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
21273.77,15,1.49009900990099,259,404,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
1730.7,15,1.396341463414634,67,164,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
17851.5,15,-3.3793103448275863,3,29,24.0,0,-10.0,B2B_Invoices_DS1,0,LOW
37029.64,15,1.396341463414634,67,164,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
28108.5,10,6.204225352112676,278,284,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
13689.19,15,1.7009472259810554,473,739,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
9165.0,15,0.2857142857142857,18,42,24.0,0,9.0,B2B_Invoices_DS1,1,MEDIUM
48970.0,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
2254.43,15,-0.5316582914572864,224,995,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
43829.94,15,1.8759124087591241,113,137,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
9886.67,15,1.569023569023569,185,297,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
9222.81,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
15539.03,15,1.368421052631579,126,171,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
512.0,15,-4.6875,1,16,24.0,0,-6.0,B2B_Invoices_DS1,0,LOW
261811.32,10,1.3590361445783132,209,415,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
73309.01,15,-3.064245810055866,73,358,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
1915.56,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
28175.07,32,-6.369784172661871,74,695,24.0,0,-10.0,B2B_Invoices_DS1,0,LOW
4200.0,15,-1.9603729603729603,195,429,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
15549.86,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
96075.67,15,2.1528662420382165,178,314,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
206.36,15,5.126126126126126,109,111,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
48849.17,15,0.9772727272727273,500,1144,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
37124.42,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
12707.34,15,3.0,1,1,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
4699.2,15,1.625,18,24,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
14757.7,10,2.75,2,4,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
265.5,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1690.11,10,6.204225352112676,278,284,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
43007.61,10,9.598152424942263,433,433,24.0,0,13.0,B2B_Invoices_DS1,1,MEDIUM
1717.53,10,9.598152424942263,433,433,24.0,0,20.0,B2B_Invoices_DS1,1,HIGH
14744.33,15,2.1528662420382165,178,314,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
79706.18,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
24130.19,15,1.7009472259810554,473,739,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
110271.34,15,0.5340909090909091,25,88,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
72903.12,10,4.284507042253521,269,355,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
12194.52,15,-2.3662456946039034,500,9581,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
33475.3,15,1.1271186440677967,40,118,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
103040.02,15,0.5555555555555556,35,99,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
21332.5,10,2.625,7,8,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
11530.3,15,5.126126126126126,109,111,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
50732.36,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
17464.0,15,0.25,1,8,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
15132.2,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
67686.57,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
13370.36,10,-4.476439790575916,36,191,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
2156.16,15,0.4444444444444444,5,45,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
31798.83,15,-0.5316582914572864,224,995,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
3795.7,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
766.53,15,1.3306451612903225,500,1612,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
58685.57,15,1.7009472259810554,473,739,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
1714.14,15,8.75,4,4,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
15810.45,45,25.714285714285715,19,21,24.0,0,43.0,B2B_Invoices_DS1,1,CRITICAL
9907.2,10,6.204225352112676,278,284,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
41616.57,15,-0.4845814977973568,85,227,24.0,0,10.0,B2B_Invoices_DS1,1,MEDIUM
44460.03,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
5625.41,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
640.81,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
17375.6,15,-2.3662456946039034,500,9581,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
13665.79,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
374.32,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
713.84,15,-1.9603729603729603,195,429,24.0,0,9.0,B2B_Invoices_DS1,1,MEDIUM
5621.11,15,0.7954545454545454,65,88,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
71693.24,15,-0.868421052631579,28,38,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
778.4,15,-2.0090909090909093,58,220,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
72624.23,15,-0.46875,3,32,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
4735.92,15,0.5423076923076923,33,260,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
100.0,10,-4.352760736196319,63,326,24.0,0,8.0,B2B_Invoices_DS1,1,MEDIUM
42391.3,10,-2.103448275862069,5,29,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
33778.35,15,-0.5316582914572864,224,995,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
16935.86,45,25.147058823529413,33,34,24.0,0,39.0,B2B_Invoices_DS1,1,CRITICAL
753.87,15,1.368421052631579,126,171,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
1687.37,35,27.5,4,6,24.0,0,18.0,B2B_Invoices_DS1,1,HIGH
10795.15,15,-0.5316582914572864,224,995,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
26104.88,15,1.396341463414634,67,164,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
32527.63,15,-3.064245810055866,73,358,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
70163.54,10,19.0,2,2,24.0,0,21.0,B2B_Invoices_DS1,1,HIGH
139.52,15,-2.3662456946039034,500,9581,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
13108.5,35,7.002252252252252,319,444,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
12005.99,15,1.49009900990099,259,404,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
43121.23,15,0.45161290322580644,43,124,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
1715.75,15,1.7009472259810554,473,739,24.0,0,7.0,B2B_Invoices_DS1,1,MEDIUM
8666.06,60,8.696969696969697,29,33,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
1200.99,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
47004.5,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
14743.96,23,-4.709677419354839,46,279,24.0,0,-8.0,B2B_Invoices_DS1,0,LOW
10295.37,15,-0.17582417582417584,29,91,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
51669.22,15,-4.989510489510489,57,286,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
21555.55,15,-5.0,0,2,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
113631.54,15,1.6231884057971016,25,69,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
12806.7,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
4702.73,15,1.368421052631579,126,171,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
3193.13,10,0.72,13,25,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
117723.35,10,62.98,97,100,24.0,0,111.0,B2B_Invoices_DS1,1,CRITICAL
565.17,15,0.96,10,25,24.0,0,14.0,B2B_Invoices_DS1,1,MEDIUM
149033.4,10,1.5263157894736843,24,57,24.0,0,13.0,B2B_Invoices_DS1,1,MEDIUM
38476.57,15,-2.3662456946039034,500,9581,24.0,0,18.0,B2B_Invoices_DS1,1,HIGH
140453.73,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
8942.17,15,0.4444444444444444,5,45,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1473.29,15,1.4121405750798721,225,313,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
32135.44,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
4612.56,10,8.142857142857142,31,35,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
114429.2,15,0.9435483870967742,104,248,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
14780.25,15,0.21739130434782608,4,23,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1235.26,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
20388.61,32,1.368421052631579,126,171,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
4871.52,10,4.284507042253521,269,355,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
43191.66,30,-7.571428571428571,1,7,24.0,0,-15.0,B2B_Invoices_DS1,0,LOW
14879.66,23,-4.419354838709677,68,372,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
6779.1,10,3.3125,78,96,24.0,0,39.0,B2B_Invoices_DS1,1,CRITICAL
2279.05,7,-4.352760736196319,63,326,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
80350.75,15,0.9642857142857143,226,560,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
16091.15,15,-4.0,1,9,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
1191.92,15,2.2,7,10,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
1897.5,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
871.01,15,-2.3662456946039034,500,9581,24.0,0,90.0,B2B_Invoices_DS1,1,CRITICAL
47291.41,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
10302.08,32,4.571428571428571,21,21,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
38294.27,15,0.6428571428571429,13,14,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
43056.57,15,-2.0,0,1,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
113594.29,10,3.3125,78,96,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
1355.27,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
76933.62,15,1.7009472259810554,473,739,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
2714.35,10,0.7948717948717948,26,39,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
544.42,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
170156.62,10,1.5263157894736843,24,57,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1584.8,15,-3.064245810055866,73,358,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
18495.86,15,1.49009900990099,259,404,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
19557.41,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
3711.48,15,1.8759124087591241,113,137,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
135078.23,15,-0.868421052631579,28,38,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
12731.68,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
28860.44,15,1.5029239766081872,142,171,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
50578.05,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
16282.38,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
70142.76,30,4.2727272727272725,8,11,24.0,0,35.0,B2B_Invoices_DS1,1,CRITICAL
100.0,15,1.4334975369458127,137,203,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
5323.59,15,0.6209677419354839,46,124,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
10203.2,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
728.01,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
20282.98,15,0.9772727272727273,500,1144,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
9222.81,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
15839.46,15,1.7009472259810554,473,739,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
158.23,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
88433.88,10,1.3590361445783132,209,415,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
159967.24,10,2.9166666666666665,11,12,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
39664.91,15,0.9772727272727273,500,1144,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
822.03,15,0.4744744744744745,151,333,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
38128.47,15,1.396341463414634,67,164,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
93149.86,15,1.5974025974025974,60,154,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
2779.34,15,0.52,35,100,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
86572.76,15,0.42168674698795183,10,83,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
471.56,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
113248.8,1,42.17158671586716,500,542,24.0,0,46.0,B2B_Invoices_DS1,1,CRITICAL
23699.69,15,1.3738601823708207,208,329,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
44409.01,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
14135.58,15,0.9772727272727273,500,1144,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
70114.05,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
46316.04,10,4.284507042253521,269,355,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
48057.12,20,1.5,23,34,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
83492.85,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
3466.86,23,-4.347972972972973,50,296,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
